1328496013.775, 3.3716199735387106e-08, -7.718998701249266e-08, 3.1069734897003146e-09
1328496013.8, 3.2021578460599243e-08, -6.75193285641637e-08, 2.412233871617961e-08
1328496013.825, 5.391698277783239e-08, -4.7786298524248356e-08, 2.9745024878760635e-08
1328496013.85, 4.7769809494510744e-08, -6.607366823283611e-08, 2.8805234628825594e-08
1328496013.875, 4.532061777511275e-08, -5.082457679946835e-08, 3.2594957825319646e-08
1328496013.9, 5.0826163981574506e-08, -2.430410946725708e-08, 2.5459945453394125e-08
1328496013.925, 5.720564089529807e-08, -4.945978087021573e-08, 1.948622998469403e-08
1328496013.95, 6.986122601918431e-08, -4.182832045634186e-08, 2.6149047275871034e-08
1328496013.975, 7.124115270985577e-08, -1.6122517381964137e-08, 3.678163974143223e-08
1328496014.0, 5.694063212166666e-08, -5.3471318045584373e-08, 3.623020470759829e-08
1328496014.025, 6.008046423830059e-08, -5.652914772351626e-08, 4.373402040010692e-08
1328496014.05, 5.9406698150890754e-08, -3.158924080933957e-08, 5.022539235910573e-08
1328496014.075, 6.927566857081905e-08, -2.7767740676485326e-08, 5.0852227195980766e-08
1328496014.1, 7.071322011814818e-08, -3.6382703801099664e-08, 4.724542487700877e-08
1328496014.125, 6.56102436116107e-08, -4.3037080965411396e-08, 4.4966971483884865e-08
1328496014.15, 9.384953174273297e-08, -3.447603171013286e-08, 5.104115978320152e-08
1328496014.175, 9.053553468323418e-08, -3.198479826299577e-08, 3.2214403953949634e-08
1328496014.2, 9.98634349280316e-08, -4.920675171711265e-10, 4.1032454086049335e-08
1328496014.225, 1.161555057650705e-07, 8.704598208798153e-09, 5.437473377885585e-08
1328496014.25, 1.0047645577525196e-07, -1.0050425624964566e-08, 3.404701634842215e-08
1328496014.275, 1.1470852873507808e-07, 3.9486208383922376e-09, 4.093503277747977e-08
1328496014.3, 1.1051826487457309e-07, 8.434452327987543e-09, 4.079683139334809e-08
1328496014.325, 9.2644327418834e-08, 1.0695307439787145e-08, 3.7960326654753644e-08
1328496014.35, 8.679616629998123e-08, 1.0154621210086366e-08, 4.824300635762567e-08
1328496014.375, 9.793844913045178e-08, 1.35914734070224e-08, 5.4445127513830746e-08
1328496014.4, 1.1491670107569974e-07, 3.0791631477243085e-08, 6.486284309430325e-08
1328496014.425, 8.716012126532702e-08, 1.1592137683786631e-08, 5.042526792782521e-08
1328496014.45, 9.030844564545426e-08, 9.90848566816415e-10, 5.710274378035099e-08
1328496014.475, 1.1479449522170871e-07, 2.663986225761025e-08, 6.219260031505275e-08
1328496014.5, 1.0300665166913776e-07, 2.709699933401811e-08, 5.105336287458538e-08
1328496014.525, 1.2720280262739426e-07, 1.925449536570199e-08, 6.421532175054779e-08
